來源,序號,業者代碼,國語,臺灣台語_羅馬字,臺灣台語_第二羅馬字,臺灣台語_漢字建議,臺灣台語_說明,臺灣客語_羅馬字,臺灣客語_漢字建議,臺灣客語_說明,音檔
臺灣鐵路站名,192,6130,瑞穗,Tsuí-bué,Tsuí-bé,水尾,亦存在書面語文讀說法Sūi-hūi，唯罕用。,suiˋ miˊ,水尾,現：sui fi、sui sui(太魯閣自強號),192_瑞穗.mp3
臺灣鐵路站名,193,6120,三民,Sam-bîn,,,,samˊ minˇ,,,193_三民.mp3
臺灣鐵路站名,194,6110,玉里,Gio̍k-lí,,,,ngiug liˊ,,,194_玉里.mp3
臺灣鐵路站名,195,6100,東里,Tong-lí,,,現：Tang-lí；經白話字文獻及田調修正。,dungˊ liˊ,,,195_東里.mp3
臺灣鐵路站名,196,6090,東竹,Tang-tik,,,當地自稱「竹田」（Tik-tshân）。東竹係臺鐵為區別屏東線竹田而新造之站名。發音經白話字文獻及參考現行播音而定案。,dungˊ zugˋ,,當地自稱「竹田」（zugˋ tienˇ）。東竹係臺鐵為區別屏東線竹田而新造之站名。,196_東竹.mp3
臺灣鐵路站名,197,6080,富里,Hù-lí,,,,fu liˊ,,,197_富里.mp3
臺灣鐵路站名,198,6070,池上,Tî-siōng,(Tî-siōng),,,ciiˇ song,,,198_池上.mp3
臺灣鐵路站名,199,6060,海端,Hái-tuan,,,,hoiˋ donˊ,,,199_海端.mp3
臺灣鐵路站名,200,6050,關山,Kuan-san,,,,guanˊ sanˊ,,,200_關山.mp3
臺灣鐵路站名,201,6040,瑞和,Suī-hô,(Suī-hô),,,sui foˇ,,,201_瑞和.mp3
臺灣鐵路站名,202,6030,瑞源,Suī-guân,,,,sui ngienˇ,,,202_瑞源.mp3
臺灣鐵路站名,203,6020,鹿野,Lo̍k-iá,,,,lug iaˊ,,,203_鹿野.mp3
臺灣鐵路站名,204,6010,山里,San-lí,,,,sanˊ liˊ,,,204_山里.mp3
臺灣鐵路站名,205,6000,臺東,Tâi-tang,(Tâi-tang),,,toiˇ dungˊ,,,205_臺東.mp3
臺灣鐵路站名,206,5130,加祿,Ka-lo̍k,(Ka-lo̍k),,現：Ka-lo̍k33。,gaˊ lugˋ,,現：gaˊ lug,206_加祿.mp3
臺灣鐵路站名,207,5140,內獅,Lāi-sai,,,,nui siiˊ,,,207_內獅.mp3
臺灣鐵路站名,208,5160,枋山,Pang-suann,,崩山,,biongˊ sanˊ,,,208_枋山.mp3
臺灣鐵路站名,209,5190,大武,Tāi-bú,,,,tai vuˋ,,,209_大武.mp3
臺灣鐵路站名,210,5200,瀧溪,Liông-khe,Liông-khue,,現：Long55 khe55。,liungˇ haiˊ,,,210_瀧溪.mp3
臺灣鐵路站名,211,5210,金崙,Kim-lūn,,,現行播音唸作Kim-lûn、教典作Kim-lun，經調查排灣族Kanadun部落，音近舊譯「虷仔崙」（Kan-á-lūn），故取lūn音。,gimˊ lunˇ,,日治末期時以日語諧音之「金」替代「虷仔」，故得今名。,211_金崙.mp3
臺灣鐵路站名,212,5220,太麻里,Thài-mâ-lí,(Thài-mâ-lí),,又唸Thài-muâ-lí；古名「大猫狸」，猫bâ、麻mâ音近，故取mâ音。,tai maˇ liˊ,,,212_太麻里.mp3
臺灣鐵路站名,213,5230,知本,Ti-pún,,,,diˊ bunˋ,,現：diˊ bunˋ,213_知本.mp3
臺灣鐵路站名,214,5240,康樂,Khong-lo̍k,(Khong-lo̍k),,,kongˊ log,,,214_康樂.mp3
臺灣鐵路站名,215,7361,海科館,Hái-kho-kuán,(Hái-kho-kuán),,,hoiˋ koˊ gonˋ,,,215_海科館.mp3
臺灣鐵路站名,216,7362,八斗子,Peh-táu-á,Pueh-táu-á,八斗仔,,badˋ deuˋ eˋ,八斗仔,,216_八斗子.mp3
臺灣鐵路站名,217,7331,大華,Tāi-huâ,,,,tai faˇ,,,217_大華.mp3
臺灣鐵路站名,218,7332,十分,Tsa̍p-hūn,,十份,,siib fun,十份,,218_十分.mp3
臺灣鐵路站名,219,7333,望古,Bōng-kóo,,墓古,教典現有Bāng-kóo應予以移除。,mong guˋ,,,219_望古.mp3
臺灣鐵路站名,220,7334,嶺腳,Niá-kha,,嶺跤,,liangˊ giogˋ,,,220_嶺腳.mp3
臺灣鐵路站名,221,7335,平溪,Pîng-khe,Pîng-khue,,當地又唸作Pîng-khue/khere、Pînn-khue。,piangˇ haiˊ,,,221_平溪.mp3
臺灣鐵路站名,222,7336,菁桐,Tshing-tông,,,原稱Tshinn-tông11-khinn，漳腔居民稱之Tshenn-tông33-khenn。經調查當地60歲層Tshinn已改讀Tshing。且因tshing音無漳泉腔之分別，故取之。,qiangˊ tungˇ,,,222_菁桐.mp3
臺灣鐵路站名,223,1191,千甲,Tshian-kah,,,,qienˊ gabˋ,,,223_千甲.mp3
臺灣鐵路站名,224,1192,新莊,Sin-tsng-á,,新庄仔,現：Sin-tsng；聚落名「新庄仔」，路、里名「新莊」。,xinˊ zongˊ,,,224_新莊.mp3
臺灣鐵路站名,225,1193,竹中,Tik-tiong,,,,zugˋ zungˊ,,,225_竹中.mp3
臺灣鐵路站名,226,1201,上員,Siōng-guân,,,新竹當地帶有g-輔音。因教典將guân列為「員文」之又讀，故保留之，不轉為uân；站名源自里名，聚落稱Siōng-înn-suann。,song ienˇ,,,226_上員.mp3
臺灣鐵路站名,227,1202,榮華,Îng-huâ,(Îng-huâ),,,iungˇ faˇ,,,227_榮華.mp3
臺灣鐵路站名,228,1203,竹東,Tik-tang,,,,zugˋ dungˊ,,,228_竹東.mp3
臺灣鐵路站名,229,1204,橫山,Huâinn-suann,Huînn-suann,,,vangˇ sanˊ,,,229_橫山.mp3
臺灣鐵路站名,230,1205,九讚頭,Káu-tsàn-thâu,,校欑頭、九欑頭,,gieuˋ zanˊ teuˇ,枸欑頭,當地海陸腔發音為：gieuˊ zanˋ teu,230_九讚頭.mp3
臺灣鐵路站名,231,1206,合興,Ha̍p-hing,,,,hab hinˊ,,,231_合興.mp3
臺灣鐵路站名,232,1207,富貴(南河),Hù-kuì (Lâm-hô),(Hù-kuì (Lâm-hô)),,,fu gui (namˇ hoˇ),,,232_富貴(南河).mp3
臺灣鐵路站名,233,1208,內灣,Lāi-uan,,,,nui vanˇ,,,233_內灣.mp3
臺灣鐵路站名,234,1194,六家,La̍k-ka,,,,liugˋ gaˊ,,,234_六家.mp3
臺灣鐵路站名,235,3431,源泉,Guân-tsuânn,(Guân-tsuânn),,,ngienˇ qienˇ,,,235_源泉.mp3
臺灣鐵路站名,236,3432,濁水,Lô-tsuí,(Lô-tsuí),,,cug suiˋ,,,236_濁水.mp3
臺灣鐵路站名,237,3433,龍泉,Liông-tsuânn,(Liông-tsuânn),,,liungˇ qienˇ,,,237_龍泉.mp3
臺灣鐵路站名,238,3434,集集,Tsi̍p-tsi̍p,(Tsi̍p-tsi̍p),,當地又唸Tsi̍h-tsi̍p。,xib xib,,,238_集集.mp3
臺灣鐵路站名,239,3435,水里,Tsuí-lí,,,,suiˋ liˊ,,,239_水里.mp3
臺灣鐵路站名,240,3436,車埕,Tshia-tiânn,,,,caˊ tangˇ,,,240_車埕.mp3
臺灣鐵路站名,241,4271,長榮大學,Tióng-îng Tāi-ha̍k,(Tióng-îng Tāi-ha̍k),,以白話字文獻定音，又唸作Tiông-îng、俗唸作Tńg-îng；地名大潭(Tuā-thâm)。,congˇ iungˇ tai hog,,,241_長榮大學.mp3
臺灣鐵路站名,242,4272,沙崙,Sua-lūn,,,現：Sua-lûn，可能受國語影響；今採田調沙崙里當地杞舍聚落居民說法。,saˊ lunˇ,,,242_沙崙.mp3
臺灣鐵路站名,243,9000,嘉義,Ka-gī,,,,gaˊ ngi,,,243_嘉義.mp3
臺灣鐵路站名,244,9010,北門,Pak-mn̂g,,,,bedˋ munˇ,,,244_北門.mp3
臺灣鐵路站名,245,9020,鹿滿(鹿麻產),Lo̍k-muâ-sán,(Lo̍k-muâ-sán),鹿麻產,又唸作Lo̍k-buán。,lug manˊ,鹿滿,,245_鹿滿(鹿麻產).mp3
臺灣鐵路站名,246,9030,竹崎,Tik-kiā,,,,zugˋ gia,,,246_竹崎.mp3
臺灣鐵路站名,247,9040,木屐寮,Ba̍k-kia̍h-liâu,,,,mugˋ kiag liauˇ,,,247_木屐寮.mp3
臺灣鐵路站名,248,9050,樟腦寮,Tsiunn-nóo-liâu,,,又唸作Tsiunn-ló-liâu、Tsiunn-náu-liâu。,zongˊ noˋ liauˇ,,,248_樟腦寮.mp3
臺灣鐵路站名,249,9060,獨立山,To̍k-li̍p-suann,,,,tug lib sanˊ,,,249_獨立山.mp3
臺灣鐵路站名,250,9070,梨園寮,Lê-hn̂g-liâu,Luê-hn̂g-liâu,犁園寮,田調亦採集合音唸法Lîng-liâu。,liˇ ienˇ liauˇ,,,250_梨園寮.mp3
臺灣鐵路站名,251,9080,交力坪,Ka-la̍t-pênn,Ka-la̍t-pînn,,教典作Ka/Kau-li̍k-pênn，語源應同栗林。,gauˋ lid piangˇ,校栗坪,,251_交力坪.mp3
臺灣鐵路站名,252,9090,水社寮,Tsuí-tshia-liâu,,水車寮,教典依字面作Tsuí-siā-liâu。,suiˋ sa liauˇ,,,252_水社寮.mp3
臺灣鐵路站名,253,9100,奮起湖,Pùn-ki-ôo,,畚箕湖,,bun giˊ fuˇ,畚箕湖,,253_奮起湖.mp3
臺灣鐵路站名,254,9110,多林,To-lîm,(To-lîm),,,doˊ limˇ,,,254_多林.mp3
臺灣鐵路站名,255,9120,十字路,Si̍p-jī-lōo,Si̍p-lī-lōo,,,siib sii lu,,,255_十字路.mp3
臺灣鐵路站名,256,9130,屏遮那,Hē-sian-ná,,,可能源自原住民族語，教典作Hè-sen-ná。,pinˇ zaˊ na,,,256_屏遮那.mp3
臺灣鐵路站名,257,9140,二萬平,Jī-bān-pîng,Lī-bān-pîng,,,ngi van pinˇ,,,257_二萬平.mp3
臺灣鐵路站名,258,9150,神木,Sîn-bo̍k,(Sîn-bo̍k),,,siinˇ mugˋ,,,258_神木.mp3
臺灣鐵路站名,259,9160,阿里山,A-lí-san,,,,aˊ liˊ sanˊ,,,259_阿里山.mp3
臺灣鐵路站名,260,9170,沼平,Tsau-pîng,,,教典作Kū-tsām(舊站)；又唸Tsiau-phîng。,zeuˊ pinˇ,,,260_沼平.mp3
臺灣鐵路站名,261,9200,對高岳,Tuì-ko-ga̍k,(Tuì-ko-ga̍k),,,dui goˊ ngog,,,261_對高岳.mp3
臺灣鐵路站名,262,9210,祝山,Tsiok-suann,,,,zugˋ sanˊ,,,262_祝山.mp3
臺灣鐵路站名,263,,烏來,U-lai,,,,vuˊ loiˇ,,,263_烏來.mp3
臺灣鐵路站名,264,,瀑布,Kuân-tsuí,(Kuân-tsuí),懸水,為當地約定成俗之別稱，發音採自田調及《烏來鄉志》。,suiˋ cungˇ,水沖,,264_瀑布.mp3
臺灣鐵路站名,265,,太平山,Thài-pîng-suann,(Thài-pîng-suann),,,tai pinˇ sanˊ,,,265_太平山.mp3
臺灣鐵路站名,266,,茂興,Bōo-hing,,,,meu hinˊ,,,266_茂興.mp3
臺灣鐵路站名,267,,溪湖,Khe-ôo,Khue-ôo,,,haiˊ fuˇ,,,267_溪湖.mp3
臺灣鐵路站名,268,,濁水,Lô-tsuí,(Lô-tsuí),,,cug suiˋ,,,268_濁水.mp3
臺灣鐵路站名,269,,蒜頭,Suàn-thâu,,,,son teuˇ,,,269_蒜頭.mp3
臺灣鐵路站名,270,,蔗埕,Tsià-tiânn,,,,za tangˇ,,,270_蔗埕.mp3
臺灣鐵路站名,271,,中興,Tiong-hing,,,,zungˊ hinˊ,,,271_中興.mp3
臺灣鐵路站名,272,,八老爺,Peh-lāu-iâ,Pueh-lāu-iâ,,,badˋ loˋ iaˇ,,,272_八老爺.mp3
臺灣鐵路站名,273,,烏樹林,Oo-tshiū-nâ,,,,vuˊ su naˇ,,,273_烏樹林.mp3
臺灣鐵路站名,274,,新頂埤,Sin-tíng-pi,,,,xinˊ dangˋ biˊ,新頂陂,,274_新頂埤.mp3
臺灣鐵路站名,275,,內埕,Lāi-tiânn,,,,nui tangˇ,,,275_內埕.mp3
臺灣鐵路站名,276,,花卉中心,Hue-huī Tiong-sim,,,,faˊfi zungˊ ximˊ,,,276_花卉中心.mp3
臺灣鐵路站名,277,,六堵,La̍k-tóo,,,基隆輕軌預定車站。,liugˋ duˋ,,基隆輕軌預定車站。,277_六堵.mp3
臺灣鐵路站名,278,,北五堵,Pak-gōo-tóo,,,基隆輕軌預定車站。,bedˋ ngˋ duˋ,,基隆輕軌預定車站。,278_北五堵.mp3
臺灣鐵路站名,279,,樟樹灣,Tsiunn-tshiū-uan,,,基隆輕軌預定車站。,zongˊ su vanˇ,,基隆輕軌預定車站。,279_樟樹灣.mp3
臺灣鐵路站名,280,,鳳鳴,Hōng-bîng,,,108年進行臨時站新建工程。,fung minˇ,,108年進行臨時站新建工程。,280_鳳鳴.mp3
臺灣鐵路站名,281,,林森,Lîm-sim,(Lîm-sim),,臺南鐵路地下化預定車站，施工中。,limˇ semˊ,,臺南鐵路地下化預定車站，施工中。,281_林森.mp3
臺灣鐵路站名,282,,武荖坑,But-á-khenn,But-á-khinn,魩仔坑？,原新馬車站北遷後候選新站名。,vuˋ loˋ hangˊ,,原新馬車站北遷後候選新站名。,282_武荖坑.mp3
臺灣鐵路站名,283,,月美,Gue̍h-bâi,Ge̍h-bâi,月眉,裁撤站，但教典仍收錄。,ngied miˊ,,,283_月美.mp3
臺灣鐵路站名,284,,古莊,Kóo-tsng,,,裁撤站，但教典仍收錄。,guˋ zongˊ,,,284_古莊.mp3
臺灣鐵路站名,285,,多良,To-liông,(To-liông),,裁撤站，但教典仍收錄。,doˊ liongˇ,,,285_多良.mp3
臺灣鐵路站名,286,,第一分道,Tē-it Hun-tō,(Tē-it Hun-tō),,裁撤站，但教典仍收錄。,ti idˋ funˊ to,,,286_第一分道.mp3
捷運站名,1,BR24,南港展覽館,Lâm-káng Tián-lám-kuán,,,namˇ gongˋ zanˋ lam gonˋ,,,,1_南港展覽館.mp3
捷運站名,2,BR23,南港軟體園區,Lâm-káng Nńg-thé Hn̂g-khu,,,namˇ gongˋ ngionˊ tiˋ ienˇ kiˊ,,,,2_南港軟體園區.mp3
捷運站名,3,BR22,東湖,Tang-ôo,,,dungˊ fuˇ,,,,3_東湖.mp3
捷運站名,4,BR21,葫洲,Oô-tsiu,,,fuˇ zuˊ,,,,4_葫洲.mp3
捷運站名,5,BR20,大湖公園,Tuā-ôo Kong-hn̂g,,,tai fuˇ gungˊ ienˇ,,,,5_大湖公園.mp3
捷運站名,6,BR19,內湖,Lāi-ôo,,,nui fuˇ,,,,6_內湖.mp3
捷運站名,7,BR18,文德,Bûn-tik,,,vunˇ dedˋ,,,,7_文德.mp3
捷運站名,8,BR17,港墘,Káng-kînn,,,gongˋ kienˇ,,,,8_港墘.mp3
捷運站名,9,BR16,西湖,Se-ôo,,,xiˊ fuˇ,,,,9_西湖.mp3
捷運站名,10,BR15,劍南路,Kiàm-lâm-lōo,,,giam namˇ lu,,,,10_劍南路.mp3
捷運站名,11,BR14,大直,Tuā-ti̍t,,,tai ciid,,,,11_大直.mp3
捷運站名,12,BR13,松山機場,Siông-san Ki-tiûnn,,,qiungˇ sanˊ giˊ congˇ,,,,12_松山機場.mp3
捷運站名,13,BR12,中山國中,Tiong-san Kok-tiong,,,zungˊ sanˊ guedˋ zungˊ,,,,13_中山國中.mp3
捷運站名,14,BR11,南京復興,Lâm-kiann Ho̍k-hing,,,namˇ ginˊ fug hinˊ,,,,14_南京復興.mp3
捷運站名,15,BR10,忠孝復興,Tiong-hàu Ho̍k-hing,,,zungˊ hau fug hinˊ,,,,15_忠孝復興.mp3
捷運站名,16,BR09,大安,Tāi-an,,,tai onˊ,,,,16_大安.mp3
捷運站名,17,BR08,科技大樓,Kho-ki Tuā-lâu,,,koˊ giˊ tai leuˇ,,,,17_科技大樓.mp3
捷運站名,18,BR07,六張犁,La̍k-tiunn-luê,現：「犁」唸lê。,,liugˋ zongˊ laiˇ,,,,18_六張犁.mp3
捷運站名,19,BR06,麟光,Lîn-kong,,,linˇ gongˊ,,,,19_麟光.mp3
捷運站名,20,BR05,辛亥,Sin-hāi,,,xinˊ hoi,,,,20_辛亥.mp3
捷運站名,21,BR04,萬芳醫院,Bān-hong Pīnn-īnn,,萬芳病院,van fongˊ iˊ ien,,,,21_萬芳醫院.mp3
捷運站名,22,BR03,萬芳社區,Bān-hong Siā-khu,,,van fongˊsa kiˊ,,,,22_萬芳社區.mp3
捷運站名,23,BR02,木柵,Ba̍k-sa,,,mugˋ cag,,,,23_木柵.mp3
捷運站名,24,BR01,動物園,Tōng-bu̍t-hn̂g,,,tung vud ienˇ,,,,24_動物園.mp3
捷運站名,25,R28,淡水,Tām-tsuí,,,tam suiˋ,,,,25_淡水.mp3
捷運站名,26,R27,紅樹林,Âng-tshiū-nâ,,,fungˇ su naˇ,,,,26_紅樹林.mp3
捷運站名,27,R26,竹圍,Tik-uî-á,,竹圍仔,zugˋ viˇ,,,,27_竹圍.mp3
捷運站名,28,R25,關渡,Kan-tāu,,干豆,guanˊ tu,,,,28_關渡.mp3
捷運站名,29,R24,忠義,Tiong-gī,,,zungˊ ngi,,,,29_忠義.mp3
捷運站名,30,R23,復興崗,Ho̍k-hing-kong,,,fug hinˊ gongˊ,,,,30_復興崗.mp3
捷運站名,31,R22,北投,Pak-tâu,,,bedˋ teuˇ,,,,31_北投.mp3
捷運站名,32,R22A,新北投,Sin-pak-tâu,,,xinˊ bedˋ teuˇ,,,,32_新北投.mp3
捷運站名,33,R21,奇岩,Kî-giâm,,,kiˇ ngamˇ,,,,33_奇岩.mp3
捷運站名,34,R20,唭哩岸,Ki-lí-gān,教典又唸作Kì-lí-gān地名辭書作Kî-lí-gān,,kiˇ liˇ ngan,,,,34_唭哩岸.mp3
捷運站名,35,R19,石牌,Tsio̍h-pâi-á,採現。,石牌仔,sag paiˇ,,,,35_石牌.mp3
捷運站名,36,R18,明德,Bîng-tik,,,minˇ dedˋ,,,,36_明德.mp3
捷運站名,37,R17,芝山,Tsi-san,,,ziiˊ sanˊ,,,,37_芝山.mp3
捷運站名,38,R16,士林,Sū-lîm,,,sii limˇ,,,,38_士林.mp3
捷運站名,39,R15,劍潭,Kiàm-thâm,,,giam tamˇ,,,,39_劍潭.mp3
捷運站名,40,R14,圓山,Înn-suann-á,採現。,圓山仔,ienˇ sanˊ,,,,40_圓山.mp3
捷運站名,41,R13,民權西路,Bîn-kuân-se-lōo,,,minˇ kienˇ xiˊ lu,,,,41_民權西路.mp3
捷運站名,42,R12,雙連,Siang-liân,,,sungˊ lienˇ,,,,42_雙連.mp3
捷運站名,43,R11,中山,Tiong-san,,,zungˊ sanˊ,,,,43_中山.mp3
捷運站名,44,R10,臺北車站,Tâi-pak Tshia-tsām,,,toiˇ bedˋ caˊ zam,,,,44_臺北車站.mp3
捷運站名,45,R09,臺大醫院,Tâi-tāi Pīnn-īnn,現：漳腔變調。,臺大病院,toiˇ tai iˊ ien,,,,45_臺大醫院.mp3
捷運站名,46,R08,中正紀念堂,Tiong-tsìng Kì-liām-tn̂g,,,zungˊ ziin gi ngiam tongˇ,,,,46_中正紀念堂.mp3
捷運站名,47,R07,東門,Tang-mn̂g,,,dungˊ munˇ,,,,47_東門.mp3
捷運站名,48,R06,大安森林公園,Tāi-an Sim-lîm Kong-hn̂g,,,tai onˊ semˊ limˇ gungˊ ienˇ,,,,48_大安森林公園.mp3
捷運站名,49,R04,信義安和,Sìn-gī An-hô,,,xin ngi onˊ foˇ,,,,49_信義安和.mp3
捷運站名,50,R03,臺北101/世貿,Tâi-pak It-khòng-it/ Sè-bōo,,,toiˇ bedˋ idˋ langˇ idˋ/sii meuˋ,,,,50_臺北101世貿.mp3
捷運站名,51,R02,象山,Tshiūnn-suann,,,xiong sanˊ,,,,51_象山.mp3
捷運站名,52,R01,廣慈/奉天宮,Kóng-tsû/ Hōng-thian-kiong,,,gongˋ ciiˇ /fung tienˊ giungˊ,,,,52_廣慈奉天宮.mp3
捷運站名,53,BL22,南港,Lâm-káng,,,namˇ gongˋ,,,,53_南港.mp3
捷運站名,54,BL21,昆陽,Khun-iông,,,kunˊ iongˇ,,,,54_昆陽.mp3
捷運站名,55,BL20,後山埤,Āu-suann-pi,,,heu sanˊ biˊ,後山陂,,,55_後山埤.mp3
捷運站名,56,BL19,永春,Íng-tshun,,,iunˋ cunˊ,,,,56_永春.mp3
捷運站名,57,BL18,市政府,Tshī-tsìng-hú,,,sii ziin fuˋ,,,,57_市政府.mp3
捷運站名,58,BL17,國父紀念館,Kok-hū Kì-liām-kuán,,,guedˋ fu gi ngiam gonˋ,,,,58_國父紀念館.mp3
捷運站名,59,BL16,忠孝敦化,Tiong-hàu Tun-huà,,,zungˊ hau dunˊ fa,,,,59_忠孝敦化.mp3
捷運站名,60,BL14,忠孝新生,Tiong-hàu Sin-sing,,,zungˊ hau xinˊ senˊ,,,,60_忠孝新生.mp3
捷運站名,61,BL13,善導寺,Siān-tō-sī,,,san toˊsii,,,,61_善導寺.mp3
捷運站名,62,BL11,西門,Se-mn̂g,昔稱Sai-mn̂g，今已罕用。,,xiˊ munˇ,,,,62_西門.mp3
捷運站名,63,BL10,龍山寺,Liông-san-sī,,,liungˇ sanˊ sii,,,,63_龍山寺.mp3
捷運站名,64,BL09,江子翠,Káng-á-tshuì,,港仔喙,gongˊ eˋ cui,江仔翠,,,64_江子翠.mp3
捷運站名,65,BL08,新埔,Sin-poo,老派稱Sin-poo-á,,xinˊ puˊ,,現行播音：xinˊ buˊ,,65_新埔.mp3
捷運站名,66,BL07,板橋,Pang-kiô,,枋橋,biongˊ kieuˇ,枋橋,,,66_板橋.mp3
捷運站名,67,BL06,府中,Hú-tiong,,,fuˋ zungˊ,,,,67_府中.mp3
捷運站名,68,BL05,亞東醫院,A-tang Pīnn-īnn,,亞東病院,aˋ dungˊ iˊ ien,,,,68_亞東醫院.mp3
捷運站名,69,BL04,海山,Hái-san,,,hoiˋ sanˊ,,,,69_海山.mp3
捷運站名,70,BL03,土城,Thôo-siânn,,塗城,tuˋ sangˇ,,,,70_土城.mp3
捷運站名,71,BL02,永寧,Íng-lîng,,,iunˋ nenˇ,,,,71_永寧.mp3
捷運站名,72,BL01,頂埔,Tíng-poo,,,dangˋ puˊ,,,,72_頂埔.mp3
捷運站名,73,G19,松山,Siông-san,,,qiungˇ sanˊ,,,,73_松山.mp3
捷運站名,74,G18,南京三民,Lâm-kiann Sam-bîn,,,namˇ ginˊ samˊ minˇ,,,,74_南京三民.mp3
捷運站名,75,G17,臺北小巨蛋,Tâi-pak Sió-kū-tàn,,,toiˇ bedˋ seuˋ kiˊ tan,,,,75_臺北小巨蛋.mp3
捷運站名,76,G15,松江南京,Siông-kang Lâm-kiann,,,qiungˇ gongˊ namˇ ginˊ,,,,76_松江南京.mp3
捷運站名,77,G13,北門,Pak-mn̂g,,,bedˋ munˇ,,,,77_北門.mp3
捷運站名,78,G11,小南門,Sió-lâm-mn̂g,,,seuˋ namˇ munˇ,,,,78_小南門.mp3
捷運站名,79,G09,古亭,Kóo-tîng,,,guˋ tinˇ,,,,79_古亭.mp3
捷運站名,80,G08,臺電大樓,Tâi-tiān Tuā-lâu,現：漳腔變調。,,toiˇ tien tai leuˇ,,,,80_臺電大樓.mp3
捷運站名,81,G07,公館,Kong-kuán,,,gungˊ gonˋ,,,,81_公館.mp3
捷運站名,82,G06,萬隆,Bān-liông,,,van lungˇ,,,,82_萬隆.mp3
捷運站名,83,G05,景美,Kíng-bé,,梘尾,ginˋ miˊ,,,,83_景美.mp3
捷運站名,84,G04,大坪林,Tuā-pînn-nâ,,,tai piangˇ naˇ,,,,84_大坪林.mp3
捷運站名,85,G03,七張,Tshit-tiunn,老派稱Tshit-tiunn-á,,qidˋ zongˊ,,,,85_七張.mp3
捷運站名,86,G02,新店區公所,Sin-tiàm Khu-kong-sóo,,,xinˊ diam kiˊ gungˊ soˋ,,,,86_新店區公所.mp3
捷運站名,87,G01,新店,Sin-tiàm,,,xinˊ diam,,,,87_新店.mp3
捷運站名,88,G03A,小碧潭,Sió-phik-thâm,現：o讀作or。,,seuˋ bidˋ tamˇ,,,,88_小碧潭.mp3
捷運站名,89,O21,迴龍,Huê-liông,現：漳腔變調。,,fiˇ liungˇ,,,,89_迴龍.mp3
捷運站名,90,O20,丹鳳,Tan-hōng,,,danˊ fung,,,,90_丹鳳.mp3
捷運站名,91,O19,輔大,Hú-tāi,當地俗唸Phóo-tāi。,,puˋ tai,,,,91_輔大.mp3
捷運站名,92,O18,新莊,Sin-tsng,,,xinˊ zongˊ,,,,92_新莊.mp3
捷運站名,93,O17,頭前庄,Thâu-tsîng-tsng,,,teuˇ qienˇ zongˊ,,,,93_頭前庄.mp3
捷運站名,94,O16,先嗇宮,"Ngóo-kok-ông-biō
Sian-sik-kiong",臺灣台語慣稱「五谷王廟」，現仍作聚落名、里名、路名。,"五谷王廟
先嗇宮",xienˊ xidˋ giungˊ,,,,94_先嗇宮.mp3
捷運站名,95,O15,三重,Sann-tîng-poo,,三重埔,samˊ cungˇ,,,,95_三重.mp3
捷運站名,96,O14,菜寮,Tshài-liâu,,,coi liauˇ,,,,96_菜寮.mp3
捷運站名,97,O13,臺北橋,Tâi-pak-kiô,,,toiˇ bedˋ kieuˇ,,,,97_臺北橋.mp3
捷運站名,98,O12,大橋頭,Tuā-kiô-thâu,,,tai kieuˇ teuˇ,,,,98_大橋頭.mp3
捷運站名,99,O10,中山國小,Tiong-san Kok-sió,,,zungˊ sanˊ guedˋ seuˋ,,,,99_中山國小.mp3
捷運站名,100,O09,行天宮,"Un-tsú-kong-biō
Hîng-thian-kiong",臺灣台語慣稱「恩主公廟」至今。,"恩主公廟
行天宮",hangˇ tienˊ giungˊ,,,,100_恩主公廟(行天宮).mp3
捷運站名,101,O04,頂溪,Tíng-khue,「頂溪洲」之簡化。,,dangˋ haiˊ,,,,101_頂溪.mp3
捷運站名,102,O03,永安市場,Íng-an Tshī-tiûnn,,,iunˋ onˊ sii congˇ,,,,102_永安市場.mp3
捷運站名,103,O02,景安,Kíng-an,,,ginˋ onˊ,,,,103_景安.mp3
捷運站名,104,O01,南勢角,Lâm-sì-kak,,,namˇ sii gogˋ,,,,104_南勢角.mp3
捷運站名,105,O54,蘆洲,Lôo-tsiu,,,luˇ zuˊ,,,,105_蘆洲.mp3
捷運站名,106,O53,三民高中,Sam-bîn Ko-tiong,,,samˊ minˇ goˊ zungˊ,,,,106_三民高中.mp3
捷運站名,107,O52,徐匯中學,Tshî-huē Tiong-ha̍k,,,qiˇ fi zungˊ hog,,,,107_徐匯中學.mp3
捷運站名,108,O51,三和國中,Sam-hô Kok-tiong,,,samˊ foˇ guedˋ zungˊ,,,,108_三和國中.mp3
捷運站名,109,O50,三重國小,Sam-tiông Kok-sió,,,samˊ cungˇ guedˋ seuˋ,,,,109_三重國小.mp3
捷運站名,110,Y08,十四張,Tsa̍p-sì-tiunn,,,siib xi zongˊ,,,,110_十四張.mp3
捷運站名,111,Y09,秀朗橋,Siù-lóng-kiô,,,xiu long kieuˇ,,,,111_秀朗橋.mp3
捷運站名,112,Y10,景平,Kíng-pîng,,,ginˋ pinˇ,,,,112_景平.mp3
捷運站名,113,Y12,中和,Tiong-hô,,,zungˊ foˇ,,,,113_中和.mp3
捷運站名,114,Y13,橋和,Kiô-hô,,,kieuˇ foˇ,,,,114_橋和.mp3
捷運站名,115,Y14,中原,Tiong-guân,,,zungˊ ngienˇ,,,,115_中原.mp3
